DEB [20170705-10:21:34.822] thr=1   paramiko.transport: starting thread (client mode): 0x2bad470L
DEB [20170705-10:21:36.108] thr=1   paramiko.transport: Switch to new keys ...
DEB [20170705-10:21:36.171] thr=2   paramiko.transport: Rejecting ssh-ed25519 host key for 10.10.203.162: ec89e4619fac75e6a1411aebdc5aab33
DEB [20170705-10:21:36.217] thr=1   paramiko.transport: EOF in transport thread
DEB [20170705-10:23:40.598] thr=1   paramiko.transport: starting thread (client mode): 0x2eff438L
DEB [20170705-10:23:40.598] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.2.1
DEB [20170705-10:23:40.598] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_6.6.1p1 Ubuntu-2ubuntu2
INF [20170705-10:23:40.598] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_6.6.1p1)
DEB [20170705-10:23:40.598] thr=1   paramiko.transport: kex algos:[u'curve25519-sha256@libssh.org', u'ecdh-sha2-nistp256', u'ecdh-sha2-nistp384', u'ecdh-sha2-nistp521', u'diffie-hellman-group-exchange-sha256', u'diffie-hellman-group-exchange-sha1', u'diffie-hellman-group14-sha1', u'diffie-hellman-group1-sha1'] server key:[u'ssh-rsa', u'ssh-dss', u'ecdsa-sha2-nistp256', u'ssh-ed25519'] client encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-gcm@openssh.com', u'aes256-gcm@openssh.com', u'chacha20-poly1305@openssh.com', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] server encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-gcm@openssh.com', u'aes256-gcm@openssh.com', u'chacha20-poly1305@openssh.com', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] client mac:[u'hmac-md5-etm@openssh.com', u'hmac-sha1-etm@openssh.com', u'umac-64-etm@openssh.com', u'umac-128-etm@openssh.com', u'hmac-sha2-256-etm@openssh.com', u'hmac-sha2-512-etm@openssh.com', u'hmac-ripemd160-etm@openssh.com', u'hmac-sha1-96-etm@openssh.com', u'hmac-md5-96-etm@openssh.com', u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'umac-128@openssh.com', u'hmac-sha2-256', u'hmac-sha2-512', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] server mac:[u'hmac-md5-etm@openssh.com', u'hmac-sha1-etm@openssh.com', u'umac-64-etm@openssh.com', u'umac-128-etm@openssh.com', u'hmac-sha2-256-etm@openssh.com', u'hmac-sha2-512-etm@openssh.com', u'hmac-ripemd160-etm@openssh.com', u'hmac-sha1-96-etm@openssh.com', u'hmac-md5-96-etm@openssh.com', u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'umac-128@openssh.com', u'hmac-sha2-256', u'hmac-sha2-512', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] client compress:[u'none', u'zlib@openssh.com'] server compress:[u'none', u'zlib@openssh.com'] client lang:[u''] server lang:[u''] kex follows?False
DEB [20170705-10:23:40.598] thr=1   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20170705-10:23:40.598] thr=1   paramiko.transport: HostKey agreed: ssh-ed25519
DEB [20170705-10:23:40.598] thr=1   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20170705-10:23:40.598] thr=1   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20170705-10:23:40.598] thr=1   paramiko.transport: Compression agreed: none
DEB [20170705-10:23:40.661] thr=1   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20170705-10:23:40.661] thr=1   paramiko.transport: Switch to new keys ...
DEB [20170705-10:23:40.691] thr=2   paramiko.transport: Rejecting ssh-ed25519 host key for 10.10.203.162: ec89e4619fac75e6a1411aebdc5aab33
DEB [20170705-10:23:40.770] thr=1   paramiko.transport: EOF in transport thread
DEB [20170705-10:24:11.180] thr=1   paramiko.transport: starting thread (client mode): 0x2a2d470L
DEB [20170705-10:24:11.180] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.2.1
DEB [20170705-10:24:11.180] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_6.6.1p1 Ubuntu-2ubuntu2
INF [20170705-10:24:11.180] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_6.6.1p1)
DEB [20170705-10:24:11.180] thr=1   paramiko.transport: kex algos:[u'curve25519-sha256@libssh.org', u'ecdh-sha2-nistp256', u'ecdh-sha2-nistp384', u'ecdh-sha2-nistp521', u'diffie-hellman-group-exchange-sha256', u'diffie-hellman-group-exchange-sha1', u'diffie-hellman-group14-sha1', u'diffie-hellman-group1-sha1'] server key:[u'ssh-rsa', u'ssh-dss', u'ecdsa-sha2-nistp256', u'ssh-ed25519'] client encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-gcm@openssh.com', u'aes256-gcm@openssh.com', u'chacha20-poly1305@openssh.com', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] server encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-gcm@openssh.com', u'aes256-gcm@openssh.com', u'chacha20-poly1305@openssh.com', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] client mac:[u'hmac-md5-etm@openssh.com', u'hmac-sha1-etm@openssh.com', u'umac-64-etm@openssh.com', u'umac-128-etm@openssh.com', u'hmac-sha2-256-etm@openssh.com', u'hmac-sha2-512-etm@openssh.com', u'hmac-ripemd160-etm@openssh.com', u'hmac-sha1-96-etm@openssh.com', u'hmac-md5-96-etm@openssh.com', u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'umac-128@openssh.com', u'hmac-sha2-256', u'hmac-sha2-512', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] server mac:[u'hmac-md5-etm@openssh.com', u'hmac-sha1-etm@openssh.com', u'umac-64-etm@openssh.com', u'umac-128-etm@openssh.com', u'hmac-sha2-256-etm@openssh.com', u'hmac-sha2-512-etm@openssh.com', u'hmac-ripemd160-etm@openssh.com', u'hmac-sha1-96-etm@openssh.com', u'hmac-md5-96-etm@openssh.com', u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'umac-128@openssh.com', u'hmac-sha2-256', u'hmac-sha2-512', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] client compress:[u'none', u'zlib@openssh.com'] server compress:[u'none', u'zlib@openssh.com'] client lang:[u''] server lang:[u''] kex follows?False
DEB [20170705-10:24:11.180] thr=1   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20170705-10:24:11.180] thr=1   paramiko.transport: HostKey agreed: ssh-ed25519
DEB [20170705-10:24:11.180] thr=1   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20170705-10:24:11.180] thr=1   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20170705-10:24:11.180] thr=1   paramiko.transport: Compression agreed: none
DEB [20170705-10:24:11.243] thr=1   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20170705-10:24:11.243] thr=1   paramiko.transport: Switch to new keys ...
DEB [20170705-10:24:11.275] thr=2   paramiko.transport: Rejecting ssh-ed25519 host key for 10.10.203.162: ec89e4619fac75e6a1411aebdc5aab33
DEB [20170705-10:24:11.352] thr=1   paramiko.transport: EOF in transport thread
DEB [20170705-10:26:14.220] thr=1   paramiko.transport: starting thread (client mode): 0x331e400L
DEB [20170705-10:26:14.221] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.2.1
DEB [20170705-10:26:14.226] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_6.6.1p1 Ubuntu-2ubuntu2
INF [20170705-10:26:14.226] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_6.6.1p1)
DEB [20170705-10:26:14.226] thr=1   paramiko.transport: kex algos:[u'curve25519-sha256@libssh.org', u'ecdh-sha2-nistp256', u'ecdh-sha2-nistp384', u'ecdh-sha2-nistp521', u'diffie-hellman-group-exchange-sha256', u'diffie-hellman-group-exchange-sha1', u'diffie-hellman-group14-sha1', u'diffie-hellman-group1-sha1'] server key:[u'ssh-rsa', u'ssh-dss', u'ecdsa-sha2-nistp256', u'ssh-ed25519'] client encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-gcm@openssh.com', u'aes256-gcm@openssh.com', u'chacha20-poly1305@openssh.com', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] server encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-gcm@openssh.com', u'aes256-gcm@openssh.com', u'chacha20-poly1305@openssh.com', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] client mac:[u'hmac-md5-etm@openssh.com', u'hmac-sha1-etm@openssh.com', u'umac-64-etm@openssh.com', u'umac-128-etm@openssh.com', u'hmac-sha2-256-etm@openssh.com', u'hmac-sha2-512-etm@openssh.com', u'hmac-ripemd160-etm@openssh.com', u'hmac-sha1-96-etm@openssh.com', u'hmac-md5-96-etm@openssh.com', u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'umac-128@openssh.com', u'hmac-sha2-256', u'hmac-sha2-512', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] server mac:[u'hmac-md5-etm@openssh.com', u'hmac-sha1-etm@openssh.com', u'umac-64-etm@openssh.com', u'umac-128-etm@openssh.com', u'hmac-sha2-256-etm@openssh.com', u'hmac-sha2-512-etm@openssh.com', u'hmac-ripemd160-etm@openssh.com', u'hmac-sha1-96-etm@openssh.com', u'hmac-md5-96-etm@openssh.com', u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'umac-128@openssh.com', u'hmac-sha2-256', u'hmac-sha2-512', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] client compress:[u'none', u'zlib@openssh.com'] server compress:[u'none', u'zlib@openssh.com'] client lang:[u''] server lang:[u''] kex follows?False
DEB [20170705-10:26:14.227] thr=1   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20170705-10:26:14.227] thr=1   paramiko.transport: HostKey agreed: ssh-ed25519
DEB [20170705-10:26:14.227] thr=1   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20170705-10:26:14.227] thr=1   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20170705-10:26:14.227] thr=1   paramiko.transport: Compression agreed: none
DEB [20170705-10:26:14.292] thr=1   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20170705-10:26:14.292] thr=1   paramiko.transport: Switch to new keys ...
DEB [20170705-10:26:14.319] thr=2   paramiko.transport: Adding ssh-ed25519 host key for 10.10.203.162: ec89e4619fac75e6a1411aebdc5aab33
DEB [20170705-10:26:14.400] thr=1   paramiko.transport: userauth is OK
INF [20170705-10:26:14.407] thr=1   paramiko.transport: Authentication (password) successful!
DEB [20170705-10:26:14.414] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20170705-10:26:14.457] thr=1   paramiko.transport: [chan 0] Max packet out: 32768 bytes
DEB [20170705-10:26:14.457] thr=1   paramiko.transport: Secsh channel 0 opened.
DEB [20170705-10:26:14.477] thr=1   paramiko.transport: [chan 0] Sesch channel 0 request ok
DEB [20170705-10:26:14.487] thr=1   paramiko.transport: [chan 0] EOF received (0)
DEB [20170705-10:26:32.131] thr=1   paramiko.transport: starting thread (client mode): 0x2d6e400L
DEB [20170705-10:26:32.132] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.2.1
DEB [20170705-10:26:32.210] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_6.6.1p1 Ubuntu-2ubuntu2
INF [20170705-10:26:32.210] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_6.6.1p1)
DEB [20170705-10:26:32.210] thr=1   paramiko.transport: kex algos:[u'curve25519-sha256@libssh.org', u'ecdh-sha2-nistp256', u'ecdh-sha2-nistp384', u'ecdh-sha2-nistp521', u'diffie-hellman-group-exchange-sha256', u'diffie-hellman-group-exchange-sha1', u'diffie-hellman-group14-sha1', u'diffie-hellman-group1-sha1'] server key:[u'ssh-rsa', u'ssh-dss', u'ecdsa-sha2-nistp256', u'ssh-ed25519'] client encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-gcm@openssh.com', u'aes256-gcm@openssh.com', u'chacha20-poly1305@openssh.com', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] server encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-gcm@openssh.com', u'aes256-gcm@openssh.com', u'chacha20-poly1305@openssh.com', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] client mac:[u'hmac-md5-etm@openssh.com', u'hmac-sha1-etm@openssh.com', u'umac-64-etm@openssh.com', u'umac-128-etm@openssh.com', u'hmac-sha2-256-etm@openssh.com', u'hmac-sha2-512-etm@openssh.com', u'hmac-ripemd160-etm@openssh.com', u'hmac-sha1-96-etm@openssh.com', u'hmac-md5-96-etm@openssh.com', u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'umac-128@openssh.com', u'hmac-sha2-256', u'hmac-sha2-512', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] server mac:[u'hmac-md5-etm@openssh.com', u'hmac-sha1-etm@openssh.com', u'umac-64-etm@openssh.com', u'umac-128-etm@openssh.com', u'hmac-sha2-256-etm@openssh.com', u'hmac-sha2-512-etm@openssh.com', u'hmac-ripemd160-etm@openssh.com', u'hmac-sha1-96-etm@openssh.com', u'hmac-md5-96-etm@openssh.com', u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'umac-128@openssh.com', u'hmac-sha2-256', u'hmac-sha2-512', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] client compress:[u'none', u'zlib@openssh.com'] server compress:[u'none', u'zlib@openssh.com'] client lang:[u''] server lang:[u''] kex follows?False
DEB [20170705-10:26:32.210] thr=1   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20170705-10:26:32.210] thr=1   paramiko.transport: HostKey agreed: ssh-ed25519
DEB [20170705-10:26:32.210] thr=1   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20170705-10:26:32.210] thr=1   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20170705-10:26:32.210] thr=1   paramiko.transport: Compression agreed: none
DEB [20170705-10:26:32.332] thr=1   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20170705-10:26:32.332] thr=1   paramiko.transport: Switch to new keys ...
DEB [20170705-10:26:32.348] thr=2   paramiko.transport: Adding ssh-ed25519 host key for 10.10.200.13: fb1f6a7808fd3a8b994bad65e65faffa
DEB [20170705-10:26:32.371] thr=1   paramiko.transport: userauth is OK
INF [20170705-10:26:34.434] thr=1   paramiko.transport: Authentication (password) failed.
DEB [20170705-10:26:34.546] thr=1   paramiko.transport: EOF in transport thread
DEB [20170705-10:27:04.678] thr=1   paramiko.transport: starting thread (client mode): 0x37fe400L
DEB [20170705-10:27:04.680] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.2.1
DEB [20170705-10:27:04.694] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_6.6.1p1 Ubuntu-2ubuntu2
INF [20170705-10:27:04.696] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_6.6.1p1)
DEB [20170705-10:27:04.697] thr=1   paramiko.transport: kex algos:[u'curve25519-sha256@libssh.org', u'ecdh-sha2-nistp256', u'ecdh-sha2-nistp384', u'ecdh-sha2-nistp521', u'diffie-hellman-group-exchange-sha256', u'diffie-hellman-group-exchange-sha1', u'diffie-hellman-group14-sha1', u'diffie-hellman-group1-sha1'] server key:[u'ssh-rsa', u'ssh-dss', u'ecdsa-sha2-nistp256', u'ssh-ed25519'] client encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-gcm@openssh.com', u'aes256-gcm@openssh.com', u'chacha20-poly1305@openssh.com', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] server encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-gcm@openssh.com', u'aes256-gcm@openssh.com', u'chacha20-poly1305@openssh.com', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] client mac:[u'hmac-md5-etm@openssh.com', u'hmac-sha1-etm@openssh.com', u'umac-64-etm@openssh.com', u'umac-128-etm@openssh.com', u'hmac-sha2-256-etm@openssh.com', u'hmac-sha2-512-etm@openssh.com', u'hmac-ripemd160-etm@openssh.com', u'hmac-sha1-96-etm@openssh.com', u'hmac-md5-96-etm@openssh.com', u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'umac-128@openssh.com', u'hmac-sha2-256', u'hmac-sha2-512', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] server mac:[u'hmac-md5-etm@openssh.com', u'hmac-sha1-etm@openssh.com', u'umac-64-etm@openssh.com', u'umac-128-etm@openssh.com', u'hmac-sha2-256-etm@openssh.com', u'hmac-sha2-512-etm@openssh.com', u'hmac-ripemd160-etm@openssh.com', u'hmac-sha1-96-etm@openssh.com', u'hmac-md5-96-etm@openssh.com', u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'umac-128@openssh.com', u'hmac-sha2-256', u'hmac-sha2-512', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] client compress:[u'none', u'zlib@openssh.com'] server compress:[u'none', u'zlib@openssh.com'] client lang:[u''] server lang:[u''] kex follows?False
DEB [20170705-10:27:04.697] thr=1   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20170705-10:27:04.697] thr=1   paramiko.transport: HostKey agreed: ssh-ed25519
DEB [20170705-10:27:04.697] thr=1   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20170705-10:27:04.697] thr=1   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20170705-10:27:04.697] thr=1   paramiko.transport: Compression agreed: none
DEB [20170705-10:27:04.737] thr=1   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20170705-10:27:04.753] thr=1   paramiko.transport: Switch to new keys ...
DEB [20170705-10:27:04.785] thr=2   paramiko.transport: Adding ssh-ed25519 host key for 10.10.200.13: fb1f6a7808fd3a8b994bad65e65faffa
DEB [20170705-10:27:04.796] thr=1   paramiko.transport: userauth is OK
INF [20170705-10:27:04.828] thr=1   paramiko.transport: Authentication (password) successful!
DEB [20170705-10:27:04.868] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20170705-10:27:08.313] thr=1   paramiko.transport: [chan 0] Max packet out: 32768 bytes
DEB [20170705-10:27:08.313] thr=1   paramiko.transport: Secsh channel 0 opened.
DEB [20170705-10:27:08.328] thr=1   paramiko.transport: [chan 0] Sesch channel 0 request ok
DEB [20170705-10:27:08.345] thr=1   paramiko.transport: [chan 0] EOF received (0)
DEB [20170705-10:27:26.506] thr=1   paramiko.transport: starting thread (client mode): 0x344d470L
DEB [20170705-10:27:26.506] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.2.1
DEB [20170705-10:27:26.523] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_6.6.1p1 Ubuntu-2ubuntu2
INF [20170705-10:27:26.523] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_6.6.1p1)
DEB [20170705-10:27:26.523] thr=1   paramiko.transport: kex algos:[u'curve25519-sha256@libssh.org', u'ecdh-sha2-nistp256', u'ecdh-sha2-nistp384', u'ecdh-sha2-nistp521', u'diffie-hellman-group-exchange-sha256', u'diffie-hellman-group-exchange-sha1', u'diffie-hellman-group14-sha1', u'diffie-hellman-group1-sha1'] server key:[u'ssh-rsa', u'ssh-dss', u'ecdsa-sha2-nistp256', u'ssh-ed25519'] client encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-gcm@openssh.com', u'aes256-gcm@openssh.com', u'chacha20-poly1305@openssh.com', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] server encrypt:[u'aes128-ctr', u'aes192-ctr', u'aes256-ctr', u'arcfour256', u'arcfour128', u'aes128-gcm@openssh.com', u'aes256-gcm@openssh.com', u'chacha20-poly1305@openssh.com', u'aes128-cbc', u'3des-cbc', u'blowfish-cbc', u'cast128-cbc', u'aes192-cbc', u'aes256-cbc', u'arcfour', u'rijndael-cbc@lysator.liu.se'] client mac:[u'hmac-md5-etm@openssh.com', u'hmac-sha1-etm@openssh.com', u'umac-64-etm@openssh.com', u'umac-128-etm@openssh.com', u'hmac-sha2-256-etm@openssh.com', u'hmac-sha2-512-etm@openssh.com', u'hmac-ripemd160-etm@openssh.com', u'hmac-sha1-96-etm@openssh.com', u'hmac-md5-96-etm@openssh.com', u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'umac-128@openssh.com', u'hmac-sha2-256', u'hmac-sha2-512', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] server mac:[u'hmac-md5-etm@openssh.com', u'hmac-sha1-etm@openssh.com', u'umac-64-etm@openssh.com', u'umac-128-etm@openssh.com', u'hmac-sha2-256-etm@openssh.com', u'hmac-sha2-512-etm@openssh.com', u'hmac-ripemd160-etm@openssh.com', u'hmac-sha1-96-etm@openssh.com', u'hmac-md5-96-etm@openssh.com', u'hmac-md5', u'hmac-sha1', u'umac-64@openssh.com', u'umac-128@openssh.com', u'hmac-sha2-256', u'hmac-sha2-512', u'hmac-ripemd160', u'hmac-ripemd160@openssh.com', u'hmac-sha1-96', u'hmac-md5-96'] client compress:[u'none', u'zlib@openssh.com'] server compress:[u'none', u'zlib@openssh.com'] client lang:[u''] server lang:[u''] kex follows?False
DEB [20170705-10:27:26.523] thr=1   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20170705-10:27:26.523] thr=1   paramiko.transport: HostKey agreed: ssh-ed25519
